,10,20,30,40,50,60
arima,0.2663132701404474,0.2663132701404474,0.2663132701404474,0.2663132701404474,0.2663132701404474,0.2663132701404474
da-rnn,0.25538648061009345,0.22298156799254815,0.17939758875278106,0.1814847424729143,0.15697123876422406,0.15658106969460156
deep-ar,0.06533778503733084,0.061302703728205996,0.03791627747389004,0.03962522916830884,0.03967195673166357,0.044024515476032235
deep-state,0.07117089892006097,0.044556635560271896,0.12177189199240208,0.09809181086773099,0.10506371012007555,0.09934193202638503
lstm,0.05111917132629233,0.08334126217053629,0.07632368147703274,0.18032151950939407,0.08128211468952941,0.11161876237789653
tft,0.04358491014107407,0.04355320818705061,0.04357923923325155,0.04352673853194144,0.043502984976410385,0.043511097505516794
mlp,0.10700843140571697,0.043386743913277626,0.046925175485231334,0.10717733034103119,0.05554360659652658,0.07336826445215942
rf,0.0402231588178209,0.04887784060092002,0.06250791073575383,0.09664421014612792,0.12882055006648563,0.146395732317427
svr,0.036179560369473174,0.03731551964070812,0.03716448754394621,0.04740419859443443,0.03780183587020308,0.05124610899115434
xgboost,0.07943774275300527,0.08554974874626597,0.13101214051123916,0.14344420182870365,0.14521852729673515,0.21338256652092844
