,10,20,30,40,50,60
arima,0.12256295341095981,0.12256295341095981,0.12256295341095981,0.12256295341095981,0.12256295341095981,0.12256295341095981
da-rnn,0.2542703565211424,0.3164043281514792,0.3145358852467409,0.2554547435871356,0.26748506653890236,0.3066096734667156
deep-ar,0.1284246761921934,0.1334069500400428,0.13077579533230865,0.12329026604217945,0.1304340684947221,0.13257156735610853
deep-state,0.16238576873284064,0.12478613428210364,0.2926026687773192,0.1655918357873899,0.35383912493906877,0.3740098230713952
lstm,0.12679983223201713,0.14500436307765863,0.13318704972972387,0.12719505229330186,0.14558803101208015,0.12544602161854526
mlp,0.18281051755918196,0.12201226218002878,0.1303861620374225,0.12551575377550242,0.12546563767448765,0.1352779568751517
rf,0.14516004456265125,0.14858064914843233,0.15954886732293708,0.16791170314090567,0.17582986272054188,0.17358078344662622
svr,0.12879547987440418,0.1335125380062408,0.12811087413582095,0.13076546354352517,0.1307529282276051,0.1610247112944927
tft,0.16400911177637245,0.1639179252047009,0.16389818491874655,0.16388979133625003,0.16393164795662832,0.16395926872260902
xgboost,0.23433771122551544,0.23231941155463823,0.23693102992532755,0.15637390034022813,0.22615943097118218,0.20667829010462652
