,10,20,30,40,50,60
arima,0.18873124691663185,0.18873124691663185,0.18873124691663185,0.18873124691663185,0.18873124691663185,0.18873124691663185
da-rnn,0.19717567055618387,0.20013780214155347,0.19615461182422372,0.19996053010318382,0.19934665522957476,0.19870689379002246
deep-ar,0.10122974799790783,0.09134432281440748,0.09508728827842813,0.09413452948945633,0.09618375967127411,0.09564836915694722
deep-state,0.14156868790926302,0.24391172749874687,0.21101565626228905,0.2432848116120551,0.21381094084538443,0.22615506027890234
lstm,0.1453470119307164,0.14113224572349883,0.13986970956416545,0.13756408786723204,0.13761289388693326,0.1321927946725804
mlp,0.12260222246051043,0.11290412942458268,0.12325504966721004,0.1263112932908893,0.12598309316818726,0.11906817634510945
rf,0.09849496454858488,0.10019693574948065,0.09906649468795722,0.10080578203351648,0.10182466731624384,0.10350630641307
svr,0.0805239291079258,0.08127586570853068,0.0811298886411063,0.08002276086596659,0.07815075061802544,0.0780659132866362
tft,0.1068398926964484,0.10672031032831557,0.10683163509364083,0.10699005596689078,0.10683493627732978,0.10699646127471904
xgboost,0.12459470054988568,0.12513882322603026,0.12437111761861565,0.1257026565806388,0.12356307988563674,0.133631674734587
