,arima,da-rnn,deep-ar,deep-state,lstm,mlp,rf,svr,tft,xgboost
costs,10.981987714767456,31.081541538238525,276.687082529068,2804.0212907791138,208.69884991645813,1.0381686687469482,7.935170412063599,1.8530926704406738,524.7365996837616,1.332655668258667
