,10,20,30,40,50,60
arima,0.025742627303662495,0.025742627303662495,0.025742627303662495,0.025742627303662495,0.025742627303662495,0.025742627303662495
da-rnn,0.1029125813417981,0.07949717686534945,0.06818890344914368,0.07124486888154542,0.07176887999027685,0.08875453697778252
deep-ar,0.02259348900217147,0.016956427040871316,0.01758856534806909,0.017086561142356543,0.02268418714139482,0.01902576902157907
deep-state,0.030989793422725193,0.31150266502694524,0.3222319969358326,0.03648212420348227,0.32016358517590693,0.017847298085038075
lstm,0.04065067797660075,0.027413756758520626,0.024071302503018893,0.01376594349852884,0.011852782766220668,0.01307945460543972
mlp,0.03405303338819543,0.015631177333383674,0.012049061136011672,0.017338233899563023,0.011689692017502588,0.011865884004809838
rf,0.023777527640800825,0.021516865511502937,0.019379952093899682,0.01906577368978234,0.020352304684401485,0.022426354776215723
svr,0.016649829202122476,0.015770937827927226,0.04909053884903332,0.07638519980847097,0.059744677007632335,0.06527994341966183
tft,0.022882075690508045,0.02276833883897846,0.022770840563831937,0.022791549792320693,0.022779047101337237,0.02276725088713008
xgboost,0.06484068123616848,0.07168403216593242,0.06988085599091409,0.07339364116821225,0.06144125616714625,0.0742859019423983
